ClassId;Dependencies;tryStatement;ifStatement;forStatement;enhancedForStatement/* foreach */;doStatement;whileStatement;switchCase;switchStatement;catchClause;totalBranches;numOfStatements;FieldDeclaration;synchronizedStatement;methodDeclaration;privateMethod;publicMethod;staticMethod;anonymousClassDeclaration;nbMemberClasses;nbStringParams;nbPrimitiveParams;nbOtherTypesParams;nbOtherTypesParamsLibrary;parameterizedTypeParam;arrayTypeParam;javaImports;trowStatement;NestedBlocks;MaxDepth
org.jclouds.Constants;0;0;0;0;0;0;0;0;0;0;0;1;38;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;
org.jclouds.http.functions.ParseFirstJsonValueNamed;12;1;8;1;0;0;0;10;1;1;20;60;4;0;5;3;2;0;0;0;1;0;8;6;2;0;20;1;3;3;
org.jclouds.io.payloads.BasePayload;3;1;6;0;0;0;0;0;0;1;7;26;3;0;12;0;10;0;0;0;0;0;5;1;0;0;6;1;1;2;
org.jclouds.date.internal.DateServiceDateCodecFactory;2;0;0;0;0;0;0;0;0;0;0;25;8;0;21;0;21;0;0;4;4;0;9;4;0;0;18;0;0;0;
org.jclouds.predicates.Validator;1;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;2;0;0;0;0;0;2;0;0;0;2;0;0;0;
org.jclouds.http.Uris;8;1;26;0;3;0;0;6;2;1;36;133;8;0;39;9;29;12;1;2;15;3;28;28;12;0;23;1;3;2;
org.jclouds.http.internal.HttpWire;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;
org.jclouds.domain.internal.LocationImpl;5;0;5;0;0;0;0;0;0;0;5;25;6;0;10;0;10;0;0;0;2;0;5;3;2;0;11;0;0;1;
org.jclouds.proxy.ProxyForURI;2;0;4;0;0;0;0;0;0;0;4;12;2;0;3;0;2;0;1;0;0;0;2;1;0;0;23;0;1;4;
org.jclouds.predicates.validators.DnsNameValidator;0;0;4;0;0;0;0;0;0;0;4;12;2;0;4;0;2;0;0;0;3;2;0;0;0;0;7;4;0;1;
org.jclouds.functions.JoinOnComma;1;0;1;1;0;0;0;0;0;0;2;9;0;0;1;0;1;0;0;0;0;0;1;1;0;0;13;0;1;2;
org.jclouds.http.filters.StripExpectHeader;9;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;5;0;0;0;
org.jclouds.apis.Apis;3;0;0;0;0;0;0;0;0;0;0;11;0;0;9;1;8;8;1;0;1;0;6;5;5;0;13;0;0;0;
org.jclouds.collect.AdvanceUntilEmptyIterable;2;1;4;0;0;0;0;0;0;0;4;22;4;0;12;1;9;1;2;1;0;0;4;4;3;0;9;0;1;2;
org.jclouds.http.functions.ReturnTrueIf201;4;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;1;0;0;0;4;0;0;0;
org.jclouds.http.handlers.DelegatingRetryHandler;15;0;3;0;0;0;0;0;0;0;3;13;3;0;5;0;5;0;0;0;0;0;4;0;0;0;9;0;1;3;
org.jclouds.fallbacks.MapHttp4xxCodesToExceptions;2;0;2;0;0;0;0;4;1;0;6;14;1;0;2;0;1;0;0;0;0;0;2;1;0;0;8;5;1;3;
