ClassId;Dependencies;tryStatement;ifStatement;forStatement;enhancedForStatement/* foreach */;doStatement;whileStatement;switchCase;switchStatement;catchClause;totalBranches;numOfStatements;FieldDeclaration;synchronizedStatement;methodDeclaration;privateMethod;publicMethod;staticMethod;anonymousClassDeclaration;nbMemberClasses;nbStringParams;nbPrimitiveParams;nbOtherTypesParams;nbOtherTypesParamsLibrary;parameterizedTypeParam;arrayTypeParam;javaImports;trowStatement;NestedBlocks;MaxDepth
jmetal.problems.ConstrEx;5;0;3;1;0;0;0;0;0;0;4;29;0;0;3;0;3;0;0;0;1;0;2;0;0;0;6;0;2;2;
jmetal.qualityIndicator.util.MetricsUtil;11;4;22;32;11;0;8;0;0;4;77;211;0;0;14;0;14;0;0;0;4;3;17;15;0;15;8;0;23;6;
jmetal.util.comparators.FitnessComparator;1;0;4;0;0;0;0;0;0;0;4;9;0;0;1;0;1;0;0;0;0;0;2;2;0;0;2;0;1;2;
jmetal.metaheuristics.randomSearch.RandomSearch_main;1;0;3;0;0;0;0;0;0;0;3;24;2;0;1;0;1;1;0;0;0;0;1;1;0;1;12;0;1;2;
jmetal.util.DistanceNodeComparator;1;0;2;0;0;0;0;0;0;0;2;7;0;0;1;0;1;0;0;0;0;0;2;2;0;0;1;0;1;2;
jmetal.experiments.SettingsFactory;1;1;0;0;0;0;1;0;0;1;2;7;0;0;1;0;1;0;0;0;1;0;1;1;0;1;3;1;0;1;
jmetal.problems.OKA2;5;0;2;2;0;0;0;0;0;0;4;25;0;0;2;0;2;0;0;0;1;0;1;0;0;0;6;0;1;2;
jmetal.metaheuristics.singleObjective.geneticAlgorithm.pgGA_main;1;0;0;0;0;0;0;0;0;0;0;22;0;0;1;0;1;1;0;0;0;0;1;1;0;1;12;0;0;0;
jmetal.test.util.avl.AvlNodeTest;0;0;0;0;0;0;0;0;0;0;0;8;1;0;4;0;4;0;0;0;0;0;0;0;0;0;6;0;0;0;
jmetal.test.core.SolutionSetTest;0;0;0;2;0;0;0;0;0;0;2;14;2;0;6;0;6;0;0;0;0;0;0;0;0;0;8;0;0;1;
jmetal.qualityIndicator.fastHypervolume.wfg.Point;6;0;0;3;0;0;0;0;0;0;3;16;1;0;6;0;6;0;0;0;0;1;2;1;0;1;1;0;0;1;
jmetal.problems.OKA1;5;0;2;1;0;0;0;0;0;0;3;23;0;0;2;0;2;0;0;0;1;0;1;0;0;0;6;0;1;2;
jmetal.qualityIndicator.InvertedGenerationalDistance;1;0;1;0;1;0;0;0;0;0;2;13;2;0;3;0;3;1;0;0;1;1;2;2;0;2;0;0;0;1;
jmetal.problems.OneZeroMax;6;0;2;1;0;0;0;0;0;0;3;22;0;0;3;0;3;0;0;0;2;0;2;1;0;0;4;0;1;2;
jmetal.metaheuristics.mocell.sMOCell2;5;0;6;3;0;0;1;0;0;0;10;56;0;0;2;0;2;0;0;0;0;0;1;0;0;0;9;0;1;5;
jmetal.metaheuristics.pesa2.PESA2_main;1;0;2;0;0;0;0;0;0;0;2;31;2;0;1;0;1;1;0;0;0;0;1;1;0;1;15;0;1;2;
jmetal.metaheuristics.mocell.sMOCell1;5;0;7;4;0;0;1;0;0;0;12;62;0;0;2;0;2;0;0;0;0;0;1;0;0;0;6;0;1;5;
jmetal.metaheuristics.moead.cMOEAD;7;1;17;10;1;1;3;0;0;1;33;139;15;0;10;0;6;0;0;0;0;5;6;2;1;1;10;0;7;5;
jmetal.operators.crossover.Crossover;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;1;0;2;0;0;0;
jmetal.test.experiments.settings.AbYSS_SettingsTest;0;0;0;0;0;0;0;0;0;0;0;22;1;0;3;0;3;0;0;0;0;0;0;0;0;0;18;0;0;0;
jmetal.metaheuristics.nsgaII.ssNSGAIIAdaptive;5;0;10;9;0;0;2;0;0;0;21;85;21;0;2;0;2;0;0;0;0;0;1;0;0;0;11;0;1;7;
jmetal.operators.mutation.NonUniformMutation;7;0;9;1;0;0;0;0;0;0;10;30;5;0;4;1;3;0;0;0;0;3;3;2;1;0;10;1;1;4;
jmetal.util.wrapper.XInt;5;0;10;0;0;0;0;0;0;0;10;32;2;0;7;1;6;0;0;0;0;5;1;0;0;0;7;0;5;2;
jmetal.metaheuristics.moead.MOEAD;7;1;13;11;0;1;3;0;0;1;29;127;14;0;10;0;6;0;0;0;0;5;6;2;1;1;8;0;7;3;
jmetal.problems.mqap.mQAP;5;1;1;5;0;0;0;0;0;1;7;31;2;0;3;0;3;0;0;0;3;0;1;0;0;0;5;1;2;3;
jmetal.util.comparators.DistanceToPopulationComparator;1;0;4;0;0;0;0;0;0;0;4;9;0;0;1;0;1;0;0;0;0;0;2;2;0;0;2;0;2;2;
jmetal.qualityIndicator.fastHypervolume.FastHypervolumeArchive;5;0;5;1;0;0;1;0;0;0;7;27;6;0;3;0;3;0;0;0;0;2;1;0;0;0;6;0;1;4;
jmetal.util.archive.R2Archive;5;0;5;0;0;0;1;0;0;0;6;33;6;0;4;0;4;0;0;0;1;3;1;0;0;0;7;0;1;4;
jmetal.experiments.settings.RandomSearch_Settings;1;1;0;0;0;0;0;0;0;1;1;11;1;0;3;0;3;0;0;0;1;0;1;1;0;0;7;0;0;1;
jmetal.util.archive.CrowdingArchive;5;0;4;0;0;0;1;0;0;0;5;22;6;0;2;0;2;0;0;0;0;2;1;0;0;0;6;0;1;4;
jmetal.util.RandomGenerator;0;0;6;4;0;0;0;0;0;0;10;44;3;0;9;0;5;0;0;0;0;6;0;0;0;0;1;0;4;2;
jmetal.test.experiments.settings.cMOEAD_SettingsTest;0;0;0;0;0;0;0;0;0;0;0;24;1;0;3;0;3;0;0;0;0;0;0;0;0;0;15;0;0;0;
jmetal.encodings.solutionType.ArrayRealSolutionType;5;0;0;0;0;0;0;0;0;0;0;6;0;0;3;0;3;0;0;0;0;0;2;1;0;1;4;0;0;0;
qualityIndicator.fastHypervolume.wfg.FrontTest;0;0;0;0;0;0;0;0;0;0;0;19;1;0;3;0;3;0;0;0;0;0;0;0;0;0;6;0;0;0;
experiments.settings.jMetalHome;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
jmetal.experiments.studies.StandardStudy;2;1;1;2;0;0;0;0;0;3;6;50;0;0;2;0;2;1;0;0;1;1;2;2;0;2;10;0;1;2;
jmetal.experiments.settings.dMOPSO_Settings;1;1;0;0;0;0;0;0;0;1;1;28;5;0;3;0;3;0;0;0;1;0;1;1;0;0;6;0;0;1;
jmetal.experiments.settings.SMPSO_Settings;1;1;0;0;0;0;0;0;0;1;1;34;5;0;3;0;3;0;0;0;1;0;1;1;0;0;9;0;0;1;
jmetal.metaheuristics.nsgaII.NSGAIIAdaptive;5;0;10;12;0;0;2;0;0;0;24;93;8;0;2;0;2;0;0;0;0;0;1;0;0;0;10;0;1;8;
jmetal.test.experiments.settings.SMSEMOA_SettingsTest;0;0;0;0;0;0;0;0;0;0;0;16;1;0;3;0;3;0;0;0;0;0;0;0;0;0;16;0;0;0;
jmetal.problems.singleObjective.TSP;5;3;3;4;0;0;2;0;0;3;12;62;2;0;4;0;4;0;0;0;4;0;1;0;0;0;6;1;3;2;
jmetal.qualityIndicator.Hypervolume;1;0;9;7;0;0;3;0;0;0;19;75;1;0;10;0;4;1;0;0;1;18;9;9;0;9;0;0;7;4;
jmetal.metaheuristics.mocell.MOCell;5;0;4;3;0;0;1;0;0;0;8;50;0;0;2;0;2;0;0;0;0;0;1;0;0;0;9;0;1;5;
jmetal.util.offspring.BLXAlphaCrossoverOffspring;7;2;1;0;0;0;0;0;0;2;3;26;5;0;4;1;3;0;0;0;0;2;3;0;0;0;9;0;0;1;
jmetal.util.NonDominatedSolutionList;6;0;4;0;0;0;1;0;0;0;5;14;2;0;3;0;3;0;0;0;0;0;2;1;0;0;6;0;1;5;
jmetal.problems.WFG.Shapes;1;0;3;3;0;0;0;0;0;0;6;23;0;0;5;0;5;0;0;0;0;8;5;5;0;5;0;0;0;1;
jmetal.operators.selection.SelectionFactory;1;0;6;0;0;0;0;0;0;0;6;14;0;0;1;0;1;1;0;0;1;0;1;1;0;0;3;1;1;6;
jmetal.experiments.studies.jMetalExperiment;2;1;1;2;0;0;0;0;0;3;6;30;0;0;2;0;2;1;0;0;1;1;2;2;0;2;10;0;1;2;
jmetal.operators.mutation.MutationFactory;1;0;4;0;0;0;0;0;0;0;4;10;0;0;1;0;1;1;0;0;1;0;1;1;0;0;3;1;1;4;
jmetal.problems.Schaffer;5;0;2;0;0;0;0;0;0;0;2;18;0;0;2;0;2;0;0;0;1;0;1;0;0;0;6;0;1;2;
jmetal.experiments.util.RBoxplot;6;0;2;4;1;0;0;0;0;0;7;40;0;0;1;0;1;1;0;0;1;3;2;1;0;1;4;0;1;2;
experiments.settings.FastSMSEMOA_SettingsTest;0;0;0;0;0;0;0;0;0;0;0;16;1;0;3;0;3;0;0;0;0;0;0;0;0;0;15;0;0;0;
jmetal.operators.selection.RandomSelection;2;0;0;0;0;0;1;0;0;0;1;8;0;0;2;0;2;0;0;0;0;0;2;2;1;0;4;0;0;1;
jmetal.problems.Water;5;0;3;2;0;0;0;0;0;0;5;48;2;0;3;0;3;0;0;0;1;0;2;0;0;0;5;0;2;2;
