ClassId;Dependencies;tryStatement;ifStatement;forStatement;enhancedForStatement/* foreach */;doStatement;whileStatement;switchCase;switchStatement;catchClause;totalBranches;numOfStatements;FieldDeclaration;synchronizedStatement;methodDeclaration;privateMethod;publicMethod;staticMethod;anonymousClassDeclaration;nbMemberClasses;nbStringParams;nbPrimitiveParams;nbOtherTypesParams;nbOtherTypesParamsLibrary;parameterizedTypeParam;arrayTypeParam;javaImports;trowStatement;NestedBlocks;MaxDepth
org.hibernate.search.bridge.builtin.DoubleBridge;0;0;1;0;0;0;0;0;0;0;1;3;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;
org.hibernate.search.engine.spi.DepthValidator;0;0;0;0;0;0;0;0;0;0;0;6;2;0;6;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;
org.hibernate.search.bridge.builtin.impl.BuiltinArrayBridge;2;0;1;0;0;0;0;0;0;0;1;6;2;0;3;0;3;0;0;0;0;0;2;1;0;0;3;0;0;1;
org.hibernate.search.backend.impl.TransactionalWorker;7;0;9;0;0;0;0;13;2;0;22;65;6;0;5;1;4;0;0;0;0;0;8;1;2;0;17;3;2;2;
org.hibernate.search.query.dsl.impl.ConnectedFacetParameterContext;5;0;0;0;0;0;0;0;0;0;0;8;1;0;5;0;5;0;0;0;0;2;2;0;0;0;3;0;0;0;
org.hibernate.search.util.logging.impl.LoggerHelper;0;0;0;0;0;0;0;0;0;0;0;3;1;0;3;1;2;1;0;1;0;0;0;0;0;0;3;0;0;0;
org.hibernate.search.spatial.impl.DistanceComparatorSource;1;0;0;0;0;0;0;0;0;0;0;2;1;0;2;0;2;0;0;0;1;3;1;0;0;0;4;0;0;0;
org.hibernate.search.impl.MappingModelMetadataProvider;17;1;47;0;43;0;0;0;0;1;91;252;12;0;38;29;9;5;1;1;0;0;34;20;13;0;52;2;25;7;
org.hibernate.search.util.AnalyzerUtils;2;0;2;0;3;0;2;0;0;0;7;22;1;0;7;1;6;6;0;0;10;0;6;6;0;0;10;0;2;2;
org.hibernate.search.reader.impl.CacheableMultiReader;3;0;4;1;1;0;0;0;0;0;6;17;2;0;3;0;3;0;0;0;0;0;3;3;0;2;3;0;1;2;
org.hibernate.search.indexes.serialization.javaserialization.impl.SerializableTokenStreamField;2;0;0;0;0;0;0;0;0;0;0;5;2;0;3;0;3;0;0;0;0;0;1;0;0;0;3;0;0;0;
org.hibernate.search.query.dsl.impl.ConnectedFacetRangeLimitContext;5;0;0;0;0;0;0;0;0;0;0;5;1;0;3;0;3;0;0;0;0;0;2;0;0;0;2;0;0;0;
org.hibernate.search.metadata.impl.IndexDescriptorImpl;1;0;0;0;0;0;0;0;0;0;0;5;1;0;3;0;3;0;0;0;0;0;1;0;0;0;2;0;0;0;
org.hibernate.search.query.dsl.impl.FacetingRequestImpl;1;0;2;0;0;0;0;0;0;0;2;22;5;0;12;0;12;0;0;0;3;3;1;0;0;0;3;2;0;1;
org.hibernate.search.spatial.impl.SpatialHelper;2;0;1;2;0;0;0;0;0;0;3;21;1;0;11;1;10;10;0;0;3;11;5;0;0;0;3;0;1;2;
