ClassId;Dependencies;tryStatement;ifStatement;forStatement;enhancedForStatement/* foreach */;doStatement;whileStatement;switchCase;switchStatement;catchClause;totalBranches;numOfStatements;FieldDeclaration;synchronizedStatement;methodDeclaration;privateMethod;publicMethod;staticMethod;anonymousClassDeclaration;nbMemberClasses;nbStringParams;nbPrimitiveParams;nbOtherTypesParams;nbOtherTypesParamsLibrary;parameterizedTypeParam;arrayTypeParam;javaImports;trowStatement;NestedBlocks;MaxDepth
twitter4j.management.APIStatisticsOpenMBean;5;3;7;0;2;0;0;0;0;3;12;44;6;0;9;0;9;0;0;0;2;0;6;6;0;3;3;5;3;5;
twitter4j.UserJSONImpl;6;3;19;3;0;0;0;0;0;3;25;152;40;0;63;3;54;4;0;0;3;0;14;14;0;0;2;3;4;4;
twitter4j.http.BASE64EncoderTest;0;0;0;0;0;0;0;0;0;0;0;7;0;0;2;0;2;0;0;0;1;0;0;0;0;0;2;0;0;0;
twitter4j.CategoryJSONImpl;5;1;8;1;0;0;0;0;0;1;10;35;4;0;10;0;6;2;0;0;0;0;8;8;0;0;1;1;1;2;
twitter4j.management.MBeansTest;2;0;2;1;2;0;0;0;0;0;5;91;0;0;6;2;4;0;0;0;2;8;2;2;0;0;8;0;1;2;
twitter4j.TimeZoneJSONImpl;1;1;0;0;0;0;0;0;0;1;1;8;4;0;4;0;3;0;0;0;0;0;1;1;0;0;0;1;0;1;
twitter4j.XAuthAuthorization;2;0;0;0;0;0;0;0;0;0;0;9;4;0;8;0;8;0;0;0;2;0;2;2;0;0;2;0;0;0;
twitter4j.HTMLEntityTest;0;0;0;0;0;0;0;0;0;0;0;42;0;0;9;0;7;0;0;0;1;0;0;0;0;0;2;0;0;0;
twitter4j.TimelineResourcesTest;0;1;0;0;0;0;0;0;0;1;1;63;0;0;6;0;5;0;0;0;1;0;0;0;0;0;1;0;0;1;
twitter4j.RateLimitStatusJSONImpl;4;1;11;0;0;0;2;0;0;1;14;53;5;0;13;1;7;3;0;0;0;3;7;7;0;0;5;1;1;2;
twitter4j.auth.OAuthAuthorization;8;3;31;0;2;0;0;0;0;4;37;140;11;0;30;4;20;6;0;0;23;1;17;17;4;4;9;5;5;4;
twitter4j.auth.OAuth2Token;3;3;4;0;0;0;0;0;0;3;7;25;3;0;9;1;6;1;0;0;3;0;3;3;0;0;8;0;0;1;
twitter4j.FriendsFollowersResourcesTest;1;9;3;0;3;0;0;0;0;9;15;228;0;0;10;1;8;0;0;0;2;1;1;1;0;0;0;0;1;2;
twitter4j.IDsJSONImpl;3;3;5;2;0;0;0;0;0;3;10;39;4;0;11;1;8;0;0;0;2;0;3;3;0;0;2;3;1;3;
twitter4j.auth.NullAuthorization;2;0;0;0;0;0;0;0;0;0;0;6;2;0;7;2;5;1;0;0;0;0;2;2;0;0;2;0;0;0;
twitter4j.conf.ConfigurationTest;1;0;0;0;0;0;0;0;0;0;0;174;0;0;12;3;9;1;0;0;4;0;1;1;0;0;4;0;0;0;
twitter4j.auth.BasicAuthorization;2;0;3;0;0;0;0;0;0;0;3;17;4;0;9;1;8;0;0;0;2;0;2;2;0;0;2;0;0;1;
twitter4j.TwitterTest;2;0;0;0;0;0;0;0;0;0;0;40;3;0;10;0;9;1;2;0;1;0;5;5;0;0;6;0;0;0;
twitter4j.StatusJSONImplTest;0;0;0;0;0;0;0;0;0;0;0;10;0;0;7;0;7;0;0;0;0;0;0;0;0;0;1;0;0;0;
twitter4j.json.DataObjectFactory;1;0;0;0;0;0;0;0;0;0;0;18;0;0;18;1;17;17;0;0;16;0;1;1;0;0;2;1;0;0;
twitter4j.Query;5;0;16;0;0;0;0;0;0;0;16;101;18;0;41;2;36;1;0;0;17;10;9;6;2;0;2;0;0;1;
twitter4j.auth.OAuthTest;3;5;2;0;1;0;0;0;0;6;9;113;0;0;18;3;14;1;0;0;7;1;3;3;0;0;10;0;0;1;
twitter4j.JSONArray;5;5;20;7;1;0;1;4;1;5;38;136;1;0;34;0;33;0;0;0;2;27;10;10;0;0;6;12;8;3;
twitter4j.RateLimitStatusJSONImplTest;0;0;3;0;0;0;0;0;0;0;3;11;0;0;6;0;5;0;0;1;2;0;0;0;0;0;4;0;1;3;
twitter4j.MediaEntityJSONImpl;4;1;10;0;0;0;0;0;0;1;11;60;13;0;24;1;20;0;0;1;1;0;7;7;1;0;2;1;0;1;
twitter4j.TweetsResourcesTest;1;0;2;0;2;0;0;0;0;0;4;119;1;0;10;2;7;1;0;0;1;0;1;1;1;0;3;0;1;2;
twitter4j.auth.OAuth2Authorization;4;2;11;0;0;0;0;0;0;1;12;44;6;0;10;0;10;0;0;0;2;0;4;4;0;0;4;4;1;2;
