ClassId;Dependencies;tryStatement;ifStatement;forStatement;enhancedForStatement/* foreach */;doStatement;whileStatement;switchCase;switchStatement;catchClause;totalBranches;numOfStatements;FieldDeclaration;synchronizedStatement;methodDeclaration;privateMethod;publicMethod;staticMethod;anonymousClassDeclaration;nbMemberClasses;nbStringParams;nbPrimitiveParams;nbOtherTypesParams;nbOtherTypesParamsLibrary;parameterizedTypeParam;arrayTypeParam;javaImports;trowStatement;NestedBlocks;MaxDepth
org.hibernate.id.SequenceHiLoGenerator;22;0;2;0;0;0;1;0;0;0;3;11;3;0;4;0;3;0;1;0;0;0;5;2;0;0;9;0;1;2;
org.hibernate.engine.query.spi.ParamLocationRecognizer;0;0;1;0;0;0;0;0;0;0;1;15;4;0;13;2;11;1;0;1;4;8;0;0;0;0;5;0;0;1;
org.hibernate.transform.BasicTransformerAdapter;3;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;2;0;0;0;0;0;3;3;0;2;1;0;0;0;
org.hibernate.type.PostgresUUIDType;5;0;0;0;0;0;0;0;0;0;0;8;2;0;8;0;6;0;2;1;1;1;7;2;2;0;13;0;0;0;
org.hibernate.sql.OracleJoinFragment;2;0;5;3;0;0;0;0;0;0;8;39;3;0;12;1;11;0;0;0;15;0;9;7;0;7;2;2;3;2;
org.hibernate.metamodel.source.internal.JaxbHelper;13;9;11;0;0;0;1;0;0;9;21;81;14;0;16;9;7;0;0;1;4;0;8;4;0;0;32;11;1;2;
org.hibernate.loader.ColumnEntityAliases;2;0;0;0;0;0;0;0;0;0;0;4;0;0;4;0;1;0;0;0;3;1;5;1;0;0;3;0;0;0;
org.hibernate.cfg.ExtendsQueueEntry;2;0;0;0;0;0;0;0;0;0;0;8;4;0;5;0;5;0;0;0;2;0;2;1;1;0;2;0;0;0;
org.hibernate.cfg.ObjectNameNormalizer;1;0;5;0;0;0;0;0;0;0;5;15;0;0;5;0;2;0;0;0;2;0;1;0;0;0;2;0;0;1;
org.hibernate.hql.internal.ast.tree.SearchedCaseNode;0;0;4;0;0;0;1;0;0;0;5;12;0;0;2;0;2;0;0;0;0;1;0;0;0;0;7;2;1;3;
org.hibernate.secure.internal.JACCPermissions;2;1;3;0;0;0;0;0;0;1;4;15;1;0;5;0;2;3;0;1;3;0;2;2;0;0;14;2;0;1;
org.hibernate.cfg.beanvalidation.GroupsPerOperation;2;1;5;0;1;0;0;0;0;1;7;20;5;0;3;1;2;0;0;0;0;0;4;2;0;0;8;2;1;6;
org.hibernate.service.jta.platform.internal.WeblogicJtaPlatform;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;
org.hibernate.hql.spi.TemporaryTableBulkIdStrategy;65;8;5;0;0;0;0;0;0;6;11;46;7;0;19;2;8;0;3;2;2;0;31;4;0;0;17;0;1;3;
org.hibernate.SessionException;1;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;2;0;0;0;2;0;1;1;0;0;20;0;0;0;
org.hibernate.type.TypeHelper;10;0;17;9;0;0;0;0;0;0;26;67;0;0;10;1;9;9;0;0;0;2;47;36;0;28;6;0;9;4;
org.hibernate.hql.internal.ast.tree.AssignmentSpecification;29;1;10;1;0;0;1;0;0;1;13;37;5;0;7;2;5;1;1;0;1;0;5;3;0;0;16;6;5;3;
org.hibernate.type.OrderedSetType;1;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;3;0;0;0;4;2;2;0;0;0;1;0;0;0;
org.hibernate.exception.LockAcquisitionException;1;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;2;0;0;0;3;0;2;2;0;0;2;0;0;0;
org.hibernate.sql.InFragment;1;0;9;0;2;0;0;0;0;0;11;35;4;0;5;0;5;0;0;0;5;0;1;1;0;0;3;1;3;3;
org.hibernate.cfg.annotations.reflection.XMLContext;7;1;20;0;2;0;0;0;0;1;23;104;14;0;28;4;18;2;0;1;11;0;15;10;3;0;12;3;5;4;
org.hibernate.hql.internal.QuerySplitter;3;0;9;3;0;0;0;0;0;0;12;43;3;0;7;5;2;6;0;0;5;1;5;3;0;2;9;0;3;4;
org.hibernate.internal.util.StringHelper;24;0;53;21;1;0;4;0;0;0;79;234;3;0;60;5;55;59;0;0;80;17;23;18;0;14;9;3;14;4;
org.hibernate.service.jdbc.dialect.internal.StandardDialectResolver;1;0;21;0;0;0;0;14;3;0;35;72;1;0;1;0;0;0;0;0;0;0;1;1;0;0;32;0;6;4;
org.hibernate.mapping.MetaAttribute;0;0;1;0;0;0;0;0;0;0;1;9;2;0;7;0;7;0;0;0;2;0;0;0;0;0;3;1;0;1;
org.hibernate.metamodel.binding.AbstractCollectionElement;43;0;0;0;0;0;0;0;0;0;0;3;2;0;4;0;3;0;0;0;0;0;1;0;0;0;1;0;0;0;
org.hibernate.loader.entity.DynamicBatchingEntityLoaderBuilder;22;4;4;0;0;0;0;0;0;1;5;43;7;0;11;1;6;0;1;2;2;7;34;4;0;2;20;1;0;1;
org.hibernate.cfg.PropertyHolderBuilder;96;0;0;0;0;0;0;0;0;0;0;4;0;0;5;1;4;4;0;0;2;0;18;6;3;0;21;0;0;0;
org.hibernate.tool.hbm2ddl.ImportSqlCommandExtractorInitiator;3;1;1;0;0;0;0;0;0;1;2;7;2;0;3;1;2;0;0;0;1;0;3;1;0;0;9;1;0;1;
org.hibernate.cfg.OneToOneSecondPass;68;2;12;0;0;0;3;0;0;2;17;98;12;0;3;1;2;0;0;0;4;3;9;3;0;1;19;4;1;5;
