org.jclouds.logging.NullLogger;2;java.lang.Object;java.lang.Throwable
org.jclouds.location.config.LocationModule;15;org.jclouds.location.suppliers.RegionIdToURISupplier;org.jclouds.location.suppliers.ZoneIdToURISupplier;org.jclouds.location.predicates.RegionIdFilter;java.util.Set<java.lang.String>;org.jclouds.location.suppliers.ImplicitRegionIdSupplier;org.jclouds.location.suppliers.LocationsSupplier;org.jclouds.location.suppliers.RegionIdsSupplier;org.jclouds.location.suppliers.ProviderURISupplier;org.jclouds.location.suppliers.LocationIdToIso3166CodesSupplier;org.jclouds.location.suppliers.ImplicitLocationSupplier;org.jclouds.location.suppliers.RegionIdToZoneIdsSupplier;java.util.concurrent.atomic.AtomicReference<org.jclouds.rest.AuthorizationException>;Predicate;org.jclouds.location.predicates.ZoneIdFilter;org.jclouds.location.suppliers.ZoneIdsSupplier
org.jclouds.predicates.SocketOpenUnsupported;1;HostAndPort
org.jclouds.encryption.internal.JCECrypto;2;java.security.Provider;byte[]
org.jclouds.logging.config.BindLoggersAnnotatedWithResource;7;java.lang.Class<?>;org.jclouds.logging.Logger.LoggerFactory;TypeEncounter;TypeLiteral;java.lang.reflect.Field;org.jclouds.logging.Logger;I
org.jclouds.concurrent.TransformParallelException;2;java.util.Map<?,java.util.concurrent.Future<?>>;java.util.Map<?,java.lang.Exception>
org.jclouds.concurrent.DynamicExecutors;1;java.util.concurrent.ThreadFactory
org.jclouds.io.internal.BasePayloadSlicer;6;java.io.InputStream;org.jclouds.io.Payload;ByteSource;java.io.File;org.jclouds.io.ContentMetadata;byte[]
org.jclouds.domain.LocationBuilder;4;java.lang.Iterable<java.lang.String>;java.util.Map<java.lang.String,java.lang.Object>;org.jclouds.domain.LocationScope;org.jclouds.domain.Location
org.jclouds.Fallbacks;2;T;java.lang.Throwable
org.jclouds.providers.internal.BaseProviderMetadata;9;org.jclouds.providers.ProviderMetadata;java.lang.Iterable<java.lang.String>;java.util.Properties;java.lang.Object;java.util.Set<java.lang.String>;java.net.URI;org.jclouds.providers.internal.BaseProviderMetadata.Builder;org.jclouds.apis.ApiMetadata;Optional
org.jclouds.concurrent.config.ScheduledExecutorServiceModule;3;ListeningScheduledExecutorService;java.io.Closeable;org.jclouds.lifecycle.Closer
org.jclouds.http.config.JavaUrlHttpCommandExecutorServiceModule;0
