classId;Java imports

org.jacoco.core.analysis.NodeComparator;java.util.ArrayList;java.util.Comparator;java.util.List;java.util.Collections;java.io.Serializable;java.util.Collection
org.jacoco.core.internal.Pack200Streams;java.io.InputStream;java.util.jar.Pack200;java.util.jar.JarInputStream;java.util.jar.JarOutputStream;java.io.OutputStream;java.io.FilterInputStream;java.io.ByteArrayInputStream;java.io.IOException;java.io.ByteArrayOutputStream
org.jacoco.core.internal.analysis.SourceFileCoverageImpl
org.jacoco.core.runtime.AbstractRuntime;java.util.Random;java.lang.reflect.Field
org.jacoco.core.internal.flow.LabelInfo
org.jacoco.core.internal.flow.ClassProbesVisitor
org.jacoco.core.runtime.CommandLineSupport;java.util.ArrayList;java.util.List
org.jacoco.core.internal.flow.MethodProbesVisitor
org.jacoco.core.data.ExecutionDataReader;java.io.InputStream;java.lang.String.format;java.io.EOFException;java.io.IOException
org.jacoco.core.internal.analysis.SourceNodeImpl
org.jacoco.core.internal.flow.LabelFlowAnalyzer
org.jacoco.core.data.ExecutionDataWriter;java.io.OutputStream;java.io.IOException;java.io.ByteArrayOutputStream
org.jacoco.core.internal.analysis.ClassAnalyzer
org.jacoco.core.internal.flow.MethodProbesAdapter
org.jacoco.core.internal.instr.DuplicateFrameEliminator
org.jacoco.core.runtime.RemoteControlReader;java.io.InputStream;java.io.IOException
org.jacoco.core.instr.Instrumenter;java.io.InputStream;java.util.zip.ZipOutputStream;java.util.zip.ZipInputStream;java.util.zip.GZIPOutputStream;java.util.zip.ZipEntry;java.util.zip.GZIPInputStream;java.io.OutputStream;java.io.IOException;java.io.ByteArrayOutputStream
org.jacoco.core.internal.analysis.BundleCoverageImpl;java.util.ArrayList;java.util.Map;java.util.HashSet;java.util.Collections;java.util.Set;java.util.HashMap;java.util.Collection
org.jacoco.core.data.SessionInfoStore;java.util.ArrayList;java.util.List;java.lang.Math.min;java.util.Collections;java.lang.Math.max
org.jacoco.core.internal.data.CompactDataOutput;java.io.DataOutputStream;java.io.OutputStream;java.io.IOException
org.jacoco.core.runtime.RemoteControlWriter;java.io.OutputStream;java.io.IOException
org.jacoco.core.tools.ExecDumpClient;java.net.InetAddress;java.net.Socket;java.io.InterruptedIOException;java.io.IOException
org.jacoco.core.data.ExecutionData;java.lang.String.format;java.util.Arrays
org.jacoco.core.internal.ContentTypeDetector;java.io.InputStream;java.io.BufferedInputStream;java.io.IOException
org.jacoco.core.internal.analysis.LineImpl
org.jacoco.core.tools.ExecFileLoader;java.io.InputStream;java.io.BufferedOutputStream;java.io.FileOutputStream;java.io.File;java.io.BufferedInputStream;java.io.OutputStream;java.io.IOException;java.io.FileInputStream
org.jacoco.core.runtime.ModifiedSystemClassRuntime;java.lang.instrument.IllegalClassFormatException;java.lang.String.format;java.security.ProtectionDomain;java.lang.reflect.Field;java.lang.instrument.Instrumentation;java.lang.instrument.ClassFileTransformer;java.io.IOException
org.jacoco.core.internal.instr.ClassInstrumenter
org.jacoco.core.internal.instr.MethodInstrumenter
org.jacoco.core.internal.flow.Instruction
org.jacoco.core.internal.analysis.ClassCoverageImpl;java.util.ArrayList;java.util.Collection
org.jacoco.core.analysis.CounterComparator;java.util.Comparator;java.io.Serializable
org.jacoco.core.internal.data.CompactDataInput;java.io.InputStream;java.io.DataInputStream;java.io.IOException
org.jacoco.core.internal.instr.ProbeInserter
org.jacoco.core.internal.analysis.MethodAnalyzer;java.util.ArrayList;java.util.List
org.jacoco.core.internal.instr.FrameTracker
org.jacoco.core.internal.analysis.StringPool;java.util.Map;java.util.HashMap
org.jacoco.core.analysis.CoverageNodeImpl;java.util.Collection
org.jacoco.core.analysis.CoverageBuilder;java.util.Map;java.util.Collections;java.util.HashMap;java.util.Collection
org.jacoco.core.data.SessionInfo
org.jacoco.core.internal.instr.InstrSupport;java.lang.String.format
org.jacoco.core.runtime.URLStreamHandlerRuntime;java.util.Map;java.net.URLConnection;java.net.URL;java.lang.reflect.Field;java.net.URLStreamHandler;java.io.IOException
org.jacoco.core.data.ExecutionDataStore;java.util.Map;java.util.HashMap;java.util.Collection
org.jacoco.core.runtime.WildcardMatcher;java.util.regex.Pattern
org.jacoco.core.runtime.SystemPropertiesRuntime
org.jacoco.core.internal.analysis.CounterImpl
org.jacoco.core.internal.flow.MethodSanitizer
org.jacoco.core.runtime.RuntimeData
org.jacoco.core.analysis.Analyzer;java.io.InputStream;java.util.zip.ZipInputStream;java.util.StringTokenizer;java.io.File;java.util.zip.ZipEntry;java.util.zip.GZIPInputStream;java.io.IOException;java.io.FileInputStream
org.jacoco.core.internal.analysis.MethodCoverageImpl
org.jacoco.core.runtime.OfflineInstrumentationAccessGenerator
org.jacoco.core.internal.data.CRC64
org.jacoco.core.internal.analysis.PackageCoverageImpl;java.util.Collection
org.jacoco.core.JaCoCo;java.util.ResourceBundle
