ClassId;Dependencies;tryStatement;ifStatement;forStatement;enhancedForStatement/* foreach */;doStatement;whileStatement;switchCase;switchStatement;catchClause;totalBranches;numOfStatements;FieldDeclaration;synchronizedStatement;methodDeclaration;privateMethod;publicMethod;staticMethod;anonymousClassDeclaration;nbMemberClasses;nbStringParams;nbPrimitiveParams;nbOtherTypesParams;nbOtherTypesParamsLibrary;parameterizedTypeParam;arrayTypeParam;javaImports;trowStatement;NestedBlocks;MaxDepth
org.scribe.model.Request;6;4;6;0;1;0;0;0;0;4;11;63;17;0;30;1;24;0;1;0;9;4;11;10;0;2;6;4;0;1;
org.scribe.utils.StreamUtils;1;1;1;0;0;1;0;0;0;1;3;9;0;0;2;1;1;1;0;0;0;0;1;1;0;0;1;1;1;2;
org.scribe.builder.api.AWeberApi;1;0;0;0;0;0;0;0;0;0;0;3;3;0;3;0;3;0;0;0;0;0;1;1;0;0;1;0;0;0;
org.scribe.builder.api.SimpleGeoApi;1;0;0;0;0;0;0;0;0;0;0;3;1;0;3;0;3;0;0;0;0;0;1;1;0;0;1;0;0;0;
org.scribe.utils.Preconditions;1;0;2;0;0;0;0;0;0;0;2;10;2;0;7;3;4;6;0;0;9;1;1;1;0;0;2;1;0;1;
org.scribe.examples.LinkedInExample;1;0;0;0;0;0;0;0;0;0;0;21;1;0;1;0;1;1;0;0;0;0;1;1;0;1;5;0;0;0;
org.scribe.examples.Px500Example;1;0;0;0;0;0;0;0;0;0;0;21;1;0;1;0;1;1;0;0;0;0;1;1;0;1;5;0;0;0;
org.scribe.model.OAuthConfig;2;1;1;0;0;0;0;0;0;1;2;18;6;0;9;0;9;0;0;0;7;0;2;2;0;0;1;1;1;2;
org.scribe.model.RequestTuner;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;
org.scribe.model.Response;1;1;0;0;1;0;0;0;0;1;2;19;6;0;10;2;7;0;0;0;1;0;2;2;0;0;5;1;0;1;
org.scribe.exceptions.OAuthConnectionException;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;
org.scribe.exceptions.OAuthSignatureException;1;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;
org.scribe.model.Verifier;0;0;0;0;0;0;0;0;0;0;0;3;1;0;2;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;
org.scribe.extractors.BaseStringExtractorImpl;1;0;1;0;0;0;0;0;0;0;1;9;1;0;3;2;1;0;0;0;0;0;3;3;0;0;5;1;0;1;
