ClassId;Dependencies;tryStatement;ifStatement;forStatement;enhancedForStatement/* foreach */;doStatement;whileStatement;switchCase;switchStatement;catchClause;totalBranches;numOfStatements;FieldDeclaration;synchronizedStatement;methodDeclaration;privateMethod;publicMethod;staticMethod;anonymousClassDeclaration;nbMemberClasses;nbStringParams;nbPrimitiveParams;nbOtherTypesParams;nbOtherTypesParamsLibrary;parameterizedTypeParam;arrayTypeParam;javaImports;trowStatement;NestedBlocks;MaxDepth
org.asynchttpclient.netty.future.StackTraceInspector;1;2;4;0;2;0;0;0;0;2;8;16;0;0;4;2;2;4;0;0;2;0;4;4;0;0;2;0;2;2;
org.asynchttpclient.internal.chmv8.ConcurrentHashMapV8;69;15;490;137;9;3;33;0;0;5;677;1961;198;11;287;13;195;16;1;53;0;209;328;98;188;49;21;74;91;10;
org.asynchttpclient.future.AbstractListenableFuture;2;0;0;0;0;0;0;0;0;0;0;3;1;0;2;0;1;0;0;0;0;0;2;2;0;0;2;0;0;0;
org.asynchttpclient.util.Utf8UrlEncoder;3;0;5;4;0;0;0;0;0;0;9;91;7;0;9;4;5;8;0;0;3;4;10;10;0;0;1;0;2;3;
org.asynchttpclient.RequestBuilderBase;33;2;15;0;3;0;0;0;0;2;20;178;33;0;85;7;74;0;0;1;14;5;36;20;13;1;23;0;5;3;
org.asynchttpclient.HttpResponseStatus;26;0;0;0;0;0;0;0;0;0;0;3;2;0;11;0;11;0;0;0;0;0;4;1;1;0;3;0;0;0;
org.asynchttpclient.internal.chmv8.ForkJoinTask;12;15;95;10;1;1;5;0;0;12;124;340;27;4;81;13;49;20;1;5;0;7;33;21;8;0;19;20;19;8;
org.asynchttpclient.internal.chmv8.Striped64;1;7;19;3;1;0;0;0;0;4;27;78;15;0;12;1;2;1;1;3;0;10;1;0;0;0;1;4;3;10;
org.asynchttpclient.simple.SimpleAsyncHttpClient;53;2;17;0;4;0;0;3;1;1;25;245;31;1;97;14;83;0;0;3;18;25;78;7;4;0;35;0;1;2;
org.asynchttpclient.uri.Uri;2;0;28;0;0;0;0;0;0;0;28;84;7;0;17;0;17;2;0;0;9;1;2;1;0;0;5;2;6;2;
org.asynchttpclient.handler.TransferCompletionHandler;14;6;7;0;6;0;0;0;0;6;19;54;7;0;18;6;12;0;0;0;0;7;11;3;0;1;10;0;8;2;
org.asynchttpclient.AsyncCompletionHandlerBase;2;0;0;0;0;0;0;0;0;0;0;2;1;0;2;0;2;0;0;0;0;0;2;1;0;0;2;0;0;0;
org.asynchttpclient.internal.chmv8.ForkJoinWorkerThread;18;2;1;0;0;0;0;0;0;2;3;14;2;0;6;0;3;0;0;0;0;0;2;1;0;0;0;0;1;2;
