ClassId;Dependencies;tryStatement;ifStatement;forStatement;enhancedForStatement/* foreach */;doStatement;whileStatement;switchCase;switchStatement;catchClause;totalBranches;numOfStatements;FieldDeclaration;synchronizedStatement;methodDeclaration;privateMethod;publicMethod;staticMethod;anonymousClassDeclaration;nbMemberClasses;nbStringParams;nbPrimitiveParams;nbOtherTypesParams;nbOtherTypesParamsLibrary;parameterizedTypeParam;arrayTypeParam;javaImports;trowStatement;NestedBlocks;MaxDepth
tutorials.classification.TutorialKDependentBayes;1;0;1;0;1;0;0;0;0;0;2;12;0;0;1;0;1;1;0;0;0;0;1;1;0;1;5;0;1;2;
net.sf.javaml.clustering.AbstractDensityBasedClustering;3;0;1;1;0;0;0;0;0;0;2;9;10;0;5;0;4;0;0;1;0;1;3;1;0;0;5;0;1;2;
net.sf.javaml.distance.MahalanobisDistance;1;0;1;4;0;0;0;0;0;0;5;13;1;0;1;0;1;0;0;0;0;0;2;0;0;0;2;0;2;2;
net.sf.javaml.tools.SetTools;1;0;0;0;0;0;0;0;0;0;0;6;0;0;2;0;2;2;0;0;0;0;4;4;4;0;2;0;0;0;
net.sf.javaml.clustering.evaluation.GPlus;2;0;2;7;0;0;0;0;0;0;9;24;1;0;3;0;3;0;0;0;0;2;2;1;0;1;4;0;2;5;
tutorials.clustering.TutorialKMeans;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;1;0;1;5;0;0;0;
net.sf.javaml.clustering.evaluation.HybridCentroidSimilarity;1;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;2;0;0;0;0;2;1;1;0;1;1;0;0;0;
net.sf.javaml.filter.MissingClassFilter;1;0;1;0;1;0;0;0;0;0;2;4;0;0;2;0;2;0;0;0;0;0;2;0;0;0;6;0;1;2;
net.sf.javaml.utils.SpecialFunctions;2;0;2;1;0;0;0;0;0;0;3;12;1;0;4;0;4;4;0;0;0;4;2;2;0;2;0;2;1;2;
net.sf.javaml.clustering.evaluation.Tau;2;0;3;5;0;0;0;0;0;0;8;26;1;0;3;0;3;0;0;0;0;2;2;1;0;1;3;0;1;5;
net.sf.javaml.core.SparseInstance;6;0;12;3;0;0;0;0;0;0;15;80;4;0;31;1;30;0;0;0;0;11;18;18;2;5;12;0;4;2;
net.sf.javaml.featureselection.ensemble.LinearRankingEnsemble;4;0;0;2;1;0;1;0;0;0;4;17;3;0;6;1;5;0;0;0;0;1;5;4;0;3;7;0;1;2;
net.sf.javaml.classification.bayes.Queue;1;0;3;1;0;0;0;0;0;0;4;28;6;0;11;0;5;0;0;2;0;0;1;0;0;0;2;3;0;1;
net.sf.javaml.distance.fastdtw.dtw.TimeWarpInfo;2;0;0;0;0;0;0;0;0;0;0;5;2;0;4;0;3;0;0;0;0;1;1;0;0;0;0;0;0;0;
net.sf.javaml.filter.discretize.Border;1;0;0;0;0;0;0;0;0;0;0;16;8;0;16;0;0;0;0;0;0;7;1;1;1;0;1;0;0;0;
net.sf.javaml.distance.fastdtw.dtw.WindowMatrix;1;2;1;0;0;0;0;0;0;2;3;11;1;0;5;0;4;0;0;0;0;5;1;0;0;0;0;0;1;2;
net.sf.javaml.tools.weka.FromWekaUtils;2;0;3;2;0;0;0;0;0;0;5;20;2;0;3;0;3;0;0;0;0;0;2;2;0;0;6;0;1;2;
tutorials.tools.TutorialARFFLoader;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;1;0;1;3;0;0;0;
net.sf.javaml.classification.ZeroR;2;0;2;0;1;0;0;0;0;0;3;7;2;0;2;0;2;0;0;0;0;0;2;0;0;0;6;0;1;3;
net.sf.javaml.classification.bayes.BayesResult;13;0;0;1;0;0;0;0;0;0;1;30;14;0;27;0;0;0;0;0;0;8;12;11;8;3;4;0;0;1;
net.sf.javaml.clustering.IterativeFarthestFirst;3;0;1;1;0;0;0;0;0;0;2;12;3;0;3;0;3;0;0;0;0;2;4;0;0;0;4;0;1;2;
net.sf.javaml.core.kdtree.KDNode;7;0;21;4;0;0;0;0;0;0;25;80;4;0;9;4;0;7;0;0;0;10;19;3;1;0;1;0;3;3;
net.sf.javaml.filter.instance.RoundValueFilter;1;0;0;0;1;0;0;0;0;0;1;2;0;0;1;0;1;0;0;0;0;0;1;0;0;0;2;0;0;1;
tutorials.tools.TutorialDataLoader;1;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;1;1;0;0;0;0;1;1;0;1;3;0;0;0;
tutorials.filter.Tutorial2BinMinimalEntropyPartitioning;6;0;1;1;1;0;0;0;0;0;3;21;0;0;2;1;1;2;0;0;0;1;3;1;0;1;7;0;1;2;
tutorials.classification.TutorialKNN;1;0;1;0;1;0;0;0;0;0;2;7;0;0;1;0;1;1;0;0;0;0;1;1;0;1;6;0;1;2;
net.sf.javaml.classification.bayes.AbstractBayesianClassifier;3;0;8;3;9;0;1;0;0;0;21;77;13;0;16;6;8;0;0;0;0;8;6;1;1;0;8;0;4;4;
tutorials.core.TutorialDataset;1;0;0;1;0;0;0;0;0;0;1;4;0;0;1;0;1;1;0;0;0;0;1;1;0;1;5;0;0;1;
tutorials.classification.TutorialSelfOptimizingLibSVM;1;0;1;0;1;0;0;0;0;0;2;7;0;0;1;0;1;1;0;0;0;0;1;1;0;1;6;0;1;2;
net.sf.javaml.classification.evaluation.PerformanceMeasure;0;0;5;0;0;0;0;0;0;0;5;32;4;0;19;0;19;0;0;0;0;5;0;0;0;0;0;0;1;2;
tutorials.featureselection.TutorialEnsembleFeatureSelection;1;0;0;2;0;0;0;0;0;0;2;7;0;0;1;0;1;1;0;0;0;0;1;1;0;1;5;0;0;1;
net.sf.javaml.filter.ClassReplaceFilter;2;0;1;0;0;0;0;0;0;0;1;4;1;0;2;0;2;0;0;0;0;0;3;2;0;0;1;0;0;1;
net.sf.javaml.clustering.mcl.MarkovClustering;7;0;1;1;1;0;1;0;0;0;4;19;0;0;4;1;3;0;0;0;0;7;4;0;0;0;0;0;0;1;
net.sf.javaml.distance.fastdtw.Band;2;0;1;0;0;0;0;0;0;0;1;10;2;0;3;0;3;1;0;0;0;1;3;1;0;1;6;0;0;1;
net.sf.javaml.tools.InstanceTools;1;0;1;4;0;0;0;0;0;0;5;17;1;0;4;0;4;4;0;0;0;2;2;0;0;0;3;0;1;2;
net.sf.javaml.clustering.evaluation.AICScore;1;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;2;0;0;0;0;2;1;1;0;1;2;0;0;0;
net.sf.javaml.distance.PolynomialKernel;1;0;1;1;0;0;0;0;0;0;2;12;2;0;6;0;5;0;0;0;0;3;4;0;0;0;1;3;0;1;
net.sf.javaml.clustering.mcl.DoubleFormat;1;0;10;0;0;0;0;0;0;0;10;34;0;0;4;2;1;4;0;0;0;7;1;0;0;0;1;1;2;4;
